ID,CODE,RU_NAME,KZ_NAME,CHANGE_DATE,KATO
214,1937210,КАМЫСТИНСКИЙ РАЙОН,ЌАМЫСТЫ АУДАНЫ,2008-03-01 13:21:45,394800000
215,1937218,КАРАБАЛЫКСКИЙ РАЙОН,ЌАРАБАЛЫЌ АУДАНЫ,2008-03-01 13:21:45,395000000
216,1937214,КАРАСУСКИЙ РАЙОН,ЌАРАСУ АУДАНЫ,2008-03-01 13:21:45,395200000
217,1937401,КОСТАНАЙ,ЌОСТАНАЙ,2008-03-01 13:21:45,391010000
218,1937222,КОСТАНАЙСКИЙ РАЙОН,ЌОСТАНАЙ АУДАНЫ,2008-03-01 13:21:45,395400000
219,1937406,ЛИСАКОВСК,ЛИСАКОВСК,2008-03-01 13:21:45,392010000
220,1937203,МЕНДЫКАРИНСКИЙ РАЙОН,МЕЅДІЌАРА АУДАНЫ,2008-03-01 13:21:45,395600000
221,1937232,НАУРЗУМСКИЙ РАЙОН,НАУРЗЫМ АУДАНЫ,2008-03-01 13:21:45,395800000
222,1937238,ОКТЯБРЬСКИЙ РАЙОН,ОКТЯБРЬ АУДАНЫ,2008-03-01 13:21:45,351011100
223,1937408,РУДНЫЙ,РУДНЫЙ,2008-03-01 13:21:45,392410000
224,1937248,САРЫКОЛЬСКИЙ РАЙОН,САРЫКҐЛ АУДАНЫ,2008-03-01 13:21:45,396200000
225,1937244,ТАРАНОВСКИЙ РАЙОН,ТАРАН АУДАНЫ,2008-03-01 13:21:45,396400000
226,1937226,УЗУНКОЛЬСКИЙ РАЙОН,ЎЗЫНКҐЛ АУДАНЫ,2008-03-01 13:21:45,396600000
227,1937252,ФЕДОРОВСКИЙ РАЙОН,ФЕДОРОВ АУДАНЫ,2008-03-01 13:21:45,396800000
228,1943401,АКТАУ,АЌТАУ,2008-03-01 13:21:45,471010000
229,1943205,БЕЙНЕУСКИЙ РАЙОН,БЕЙНЕУ АУДАНЫ,2008-03-01 13:21:45,473600000
230,1943404,ЖАНАОЗЕН,ЖАЅАҐЗЕН,2008-03-01 13:21:45,471810000
231,1943210,КАРАКИЯНСКИЙ РАЙОН,ЌАРАЌИЯ АУДАНЫ,2008-03-01 13:21:45,474200000
232,1943216,МАНГИСТАУСКИЙ РАЙОН,МАЅЄЫСТАУ АУДАНЫ,2008-03-01 13:21:45,474600000
233,1943225,ТУПКАРАГАНСКИЙ РАЙОН,ТЇПЌАРАЄАН АУДАНЫ,2008-03-01 13:21:45,475200000
234,1945404,АКСУ,АЌСУ,2008-03-01 13:21:45,551610000
235,1945208,АКСУСКИЙ РАЙОН,АЌСУ,2008-03-01 13:21:45,193267100
236,1945226,АКТОГАЙСКИЙ РАЙОН,АЌТОЄАЙ АУДАНЫ,2008-03-01 13:21:45,553200000
237,1945204,БАЯНАУЛЬСКИЙ РАЙОН,БАЯНАУЫЛ АУДАНЫ,2008-03-01 13:21:45,553600000
238,1945213,ЖЕЛЕЗИНСКИЙ РАЙОН,ЖЕЛЕЗИН АУДАНЫ,2008-03-01 13:21:45,554200000
239,1945364,ИЛЬИЧЕВСКИЙ,ИЛЬИЧ,2008-03-01 13:21:45,551010000
240,1945367,ИНДУСТРИАЛЬНЫЙ,ИНДУСТРИАЛЬНЫЙ,2008-03-01 13:21:45,551010000
241,1945217,ИРТЫШСКИЙ РАЙОН,ЕРТІС АУДАНЫ,2008-03-01 13:21:45,554600000
242,1945222,КАЧИРСКИЙ РАЙОН,ЌАШЫР АУДАНЫ,2008-03-01 13:21:45,554800000
243,1945229,ЛЕБЯЖИНСКИЙ РАЙОН,ЛЕБЯЖЬЕ,2008-03-01 13:21:45,555200000
244,1945232,МАЙСКИЙ РАЙОН,МАЙ АУДАНЫ,2008-03-01 13:21:45,555600000
245,1945401,ПАВЛОДАР,ПАВЛОДАР,2008-03-01 13:21:45,551010000
246,1945239,ПАВЛОДАРСКИЙ РАЙОН,ПАВЛОДАР АУДАНЫ,2008-03-01 13:21:45,556000000
247,1945242,УСПЕНСКИЙ РАЙОН,УСПЕН АУДАНЫ,2008-03-01 13:21:45,556400000
248,1945245,ЩЕРБАКТИНСКИЙ РАЙОН,ШАРБАЌТЫ АУДАНЫ,2008-03-01 13:21:45,556800000
249,1945408,ЭКИБАСТУЗ,ЕКІБАСТЎЗ,2008-03-01 13:21:45,552210000
250,1945248,ЭКИБАСТУЗСКИЙ РАЙОН,ЕКІБАСТЎЗ АУДАНЫ,2008-03-01 13:21:45,552237000
251,1948203,АЙЫРТАУСКИЙ РАЙОН,АЙЫРТАУ,2008-03-01 13:21:45,593243300
252,1948209,АЙЫРТАУСКИЙ РАЙОН,АЙЫРТАУ АУДАНЫ,2008-03-01 13:21:45,593200000
253,1948235,АКЖАРСКИЙ РАЙОН,АЌЖАР АУДАНЫ,2008-03-01 13:21:45,593400000
254,1948238,АККАЙЫНСКИЙ РАЙОН,АЌЌАЙЫЅ АУДАНЫ,2008-03-01 13:21:45,595800000
255,1948206,ВАЛИХАНОВСКИЙ Р-Н,УЈЛИХАНОВ,2008-03-01 13:21:45,596400000
256,1948210,ВОЗВЫШЕНСКИЙ РАЙОН,ВОЗВЫШЕН,2008-03-01 13:21:45,593600000
257,1948226,ГАБИТА МУСРЕПОВА Р-Н,ЄАБИТ МЇСІРЕПОВ АУДАНЫ,2008-03-01 13:21:45,596600000
258,1948216,ЕСИЛЬСКИЙ,ЕСІЛ АУДАНЫ,2008-03-01 13:21:45,594200000
259,1948213,ЖАМБЫЛСКИЙ РАЙОН,ЖАМБЫЛ АУДАНЫ,2008-03-01 13:21:45,594600000
260,1948212,ЗЕРЕНДИНСКИЙ РАЙОН,ЗЕРЕНДІ АУДАНЫ,2008-03-01 13:21:45,115600000
261,1948215,КЕЛЛЕРОВСКИЙ РАЙОН,КЕЛЛЕР,2008-03-01 13:21:45,596000000
262,1948403,КОКШЕТАУ,КҐКШЕТАУ,2008-03-01 13:21:45,111010000
263,1948221,КОКШЕТАУСКИЙ РАЙОН,КҐКШЕТАУ АУДАНЫ,2008-03-01 13:21:45,115600000
264,1948204,КЫЗЫЛЖАРСКИЙ РАЙОН,ЌЫЗЫЛЖАР АУДАНЫ,2008-03-01 13:21:45,595000000
265,1948207,М.ЖУМАБАЕВА Р-Н,М.ЖЎМАБАЕВ АУДАНЫ,2008-03-01 13:21:45,593600000
266,1948219,МАМЛЮТСКИЙ РАЙОН,МАМЛЮТ АУДАНЫ,2008-03-01 13:21:45,595200000
267,1948222,МОСКОВСКИЙ РАЙОН,МОСКВА АУДАНЫ,2008-03-01 13:21:45,594200000
268,1948401,ПЕТРОПАВЛОВСК,ПЕТРОПАВЛ,2008-03-01 13:21:45,591010000
269,1948228,ПРЕСНОВСКИЙ РАЙОН,ПРЕСНОВ АУДАНЫ,2008-03-01 13:21:45,594600000
270,1948237,РУЗАЕВСКИЙ РАЙОН,РУЗАЕВ АУДАНЫ,2008-03-01 13:21:45,596600000
271,1948239,СОКОЛОВСКИЙ РАЙОН,СОКОЛОВ АУДАНЫ,2008-03-01 13:21:45,595000000
272,1948224,ТАЙЫНШИНСКИЙ РАЙОН,ТАЙЫНША АУДАНЫ,2008-03-01 13:21:45,596000000
273,1948242,ТИМИРЯЗЕВСКИЙ Р-Н,ТИМИРЯЗЕВ АУДАНЫ,2008-03-01 13:21:45,596200000
274,1948218,УАЛИХАНОВСКИЙ Р-Н,УЈЛИХАНОВ АУДАНЫ,2008-03-01 13:21:45,596400000
275,1948244,ЧИСТОПОЛЬСКИЙ Р-Н,ЧИСТОПОЛЬ,2008-03-01 13:21:45,596600000
276,1948246,ЧКАЛОВСКИЙ РАЙОН,ЧКАЛОВ АУДАНЫ,2008-03-01 13:21:45,596000000
277,1948232,ШАЛ АКЫНА РАЙОН,ШАЛ АЌЫН АУДАНЫ,2008-03-01 13:21:45,595600000
278,1948405,ЩУЧИНСК,ЩУЧЬЕ,2008-03-01 13:21:45,117020100
279,1948249,ЩУЧИНСКИЙ РАЙОН,ЩУЧЬЕ,2008-03-01 13:21:45,117000000
280,1948255,ЭНБЕКШИЛЬДЕРСКИЙ Р-Н,ЕЅБЕКШІЛДЕР,2008-03-01 13:21:45,114500000
281,1950201,АБАЙСКИЙ РАЙОН,АБАЙ АУДАНЫ,2008-03-01 13:21:45,353263300
282,1950202,АБРАЛИНСКИЙ РАЙОН,АБЫРАЛЫ,2008-03-01 13:21:45,632800000
283,1950204,АКСУАТСКИЙ РАЙОН,АЌСУАТ АУДАНЫ,2008-03-01 13:21:45,635800000
284,1950403,АЯГУЗ,АЯГҐЗ,2008-03-01 13:21:45,633420100
285,1950207,АЯГУЗСКИЙ РАЙОН,АЯГҐЗ,2008-03-01 13:21:45,633400000
286,1950210,БЕСКАРАГАЙСКИЙ Р-Н,БЕСЌАРАЄАЙ,2008-03-01 13:21:45,633600000
287,1950248,БОРОДУЛИХИНСКИЙ Р-Н,БОРОДУЛИХА АУДАНЫ,2008-03-01 13:21:45,633800000
288,1950216,ЖАНАСЕМЕЙСКИЙ Р-Н,ЖАЅАСЕМЕЙ АУДАНЫ,2008-03-01 13:21:45,633800000
289,1950219,ЖАРМИНСКИЙ РАЙОН,ЖАРМА АУДАНЫ,2008-03-01 13:21:45,634433103
290,1950224,КОКПЕКТИНСКИЙ Р-Н,КҐКПЕКТІ АУДАНЫ,2008-03-01 13:21:45,635000000
291,1950405,КУРЧАТОВ,КУРЧАТОВ,2008-03-01 13:21:45,632210000
292,1950229,МАКАНЧИНСКИЙ РАЙОН,МАЌАНШЫ АУДАНЫ,2008-03-01 13:21:45,636400000
293,1950232,НОВОШУЛЬБИНСКИЙ Р-Н,НОВОШУЛЬБА,2008-03-01 13:21:45,633800000
294,1950412,СЕМЕЙ,СЕМЕЙ,2008-03-01 13:21:45,632810000
295,1950235,ТАСКЕСКЕНСКИЙ Р-Н,ТАСКЕСКЕН АУДАНЫ,2008-03-01 13:21:45,636400000
296,1950237,УРДЖАРСКИЙ РАЙОН,ЎРЖАР,2008-03-01 13:21:45,636461100
297,1950242,ЧАРСКИЙ РАЙОН,ЧАР,2008-03-01 13:21:45,634400000
298,1950245,ЧУБАРТАУСКИЙ РАЙОН,ШЎБАРТАУ АУДАНЫ,2008-03-01 13:21:45,633400000
299,1955204,АМАНГЕЛЬДИНСКИЙ РАЙОН,АМАНГЕЛЬДІ,2008-03-01 13:21:45,393459200
300,1955205,АМАНТОГАЙСКИЙ РАЙОН,АМАНТОЄАЙ АУДАНЫ,2008-03-01 13:21:45,393437000
301,1955401,АРКАЛЫК,АРЌАЛЫЌ,2008-03-01 13:21:45,391610000
302,1955207,АРКАЛЫКСКИЙ РАЙОН,АРЌАЛЫЌ АУДАНЫ,2008-03-01 13:21:45,391600000
303,1955211,ДЕРЖАВИНСКИЙ РАЙОН,ДЕРЖАВИН АУДАНЫ,2008-03-01 13:21:45,115400000
304,1955214,ДЖАНГИЛЬДИНСКИЙ РАЙОН,ЖАНГЕЛЬДИН,2008-03-01 13:21:45,394200000
305,1955218,ЕСИЛЬСКИЙ,ЕСІЛ АУДАНЫ,2008-03-01 13:21:45,594200000
306,1955222,ЖАКСЫНСКИЙ РАЙОН,ЖАЌСЫ,2008-03-01 13:21:45,115274500
307,1955226,ЖАНАДАЛИНСКИЙ РАЙОН,ЖАЅАДАЛА АУДАНЫ,2008-03-01 13:21:45,115400000
308,1955230,КИЙМИНСКИЙ РАЙОН,ЌИМА,2008-03-01 13:21:45,115200000
309,1955236,ОКТЯБРЬСКИЙ РАЙОН,ОКТЯБРЬ АУДАНЫ,2008-03-01 13:21:45,351011100
310,1958361,АБАЙСКИЙ,АБАЙ,2008-03-01 13:21:45,511011100
311,1958364,АЛЬ-ФАРАБИЙСКИЙ,ЈЛ-ФАРАБИ,2008-03-01 13:21:45,511013100
312,1958207,АРЫССКИЙ РАЙОН,АРЫС АУДАНЫ,2008-03-01 13:21:45,511610000
313,1958403,АРЫСЬ,АРЫС,2008-03-01 13:21:45,511610000
314,1958203,БАЙДИБЕКА РАЙОН,БЈЙДІБЕК АУДАНЫ,2008-03-01 13:21:45,513600000
315,1958368,ЕНБЕКШИНСКИЙ,ЕЅБЕКШІ,2008-03-01 13:21:45,511015100
316,1958226,КАЗЫГУРТСКИЙ РАЙОН,ЌАЗЫЄЎРТ АУДАНЫ,2008-03-01 13:21:45,514000000
317,1958214,КЕЛЕССКИЙ РАЙОН,КЕЛЕС АУДАНЫ,2008-03-01 13:21:45,613900000
318,1958406,КЕНТАУ,КЕНТАУ,2008-03-01 13:21:45,512010000
319,1958220,КИРОВСКИЙ РАЙОН,КИРОВ АУДАНЫ,2008-03-01 13:21:45,514400000
320,1958409,ЛЕНГЕР,ЛЕНГЕР,2008-03-01 13:21:45,615820100
321,1958230,МАКТААРАЛЬСКИЙ Р-Н,МАЌТААРАЛ,2008-03-01 13:21:45,514400000
322,1958210,МАХТААРАЛЬСКИЙ Р-Н,МАЌТААРАЛ АУДАНЫ,2008-03-01 13:21:45,614400000
323,1958208,ОРДАБАСЫНСКИЙ Р-Н,ОРДАБАСЫ АУДАНЫ,2008-03-01 13:21:45,514600000
324,1958217,ОТРАРСКИЙ РАЙОН,ОТЫРАР АУДАНЫ,2008-03-01 13:21:45,514800000
325,1958234,САЙРАМСКИЙ РАЙОН,САЙРАМ АУДАНЫ,2008-03-01 13:21:45,515200000
326,1958237,САРЫАГАШСКИЙ РАЙОН,САРЫАЄАШ АУДАНЫ,2008-03-01 13:21:45,515400000
327,1958243,СУЗАКСКИЙ РАЙОН,СОЗАЌ АУДАНЫ,2008-03-01 13:21:45,515600000
328,1958223,ТОЛЕБИЙСКИЙ РАЙОН,ТҐЛЕ БИ АУДАНЫ,2008-03-01 13:21:45,515800000
329,1958412,ТУРКЕСТАН,ТЇРКІСТАН,2008-03-01 13:21:45,512610000
330,1958246,ТУРКЕСТАНСКИЙ Р-Н,ТЇРКІСТАН АУДАНЫ,2008-03-01 13:21:45,512600000
331,1958249,ТЮЛЬКУБАССКИЙ Р-Н,ТЇЛКІБАС АУДАНЫ,2008-03-01 13:21:45,516000000
332,1958252,ШАРДАРИНСКИЙ РАЙОН,ШАРДАРА АУДАНЫ,2008-03-01 13:21:45,516400000
333,1958401,ШЫМКЕНТ,ШЫМКЕНТ,2008-03-01 13:21:45,511010000
334,9999404,БАЙКОНЫР,БАЙЌОЅЫР,2008-03-01 13:21:45,431910000
335,9999600,ДКС МИД РК,ЌР СІМ КЌД,2008-03-01 13:21:45,
336,9999500,ДМП МВД РК,ЌР СІМ МПД,2008-03-01 13:21:45,
337,9999999,ЗАГРАНИЦА,ШЕТЕЛ,2008-03-01 13:21:45,0
338,9999456,ТЮРЕТАМ,ТҐРЕТАМ,2008-03-01 13:21:45,434663100
339,1913000,АСТАНА,АСТАНА,2008-03-01 13:21:45,710000000
340,1910000,АЛМАТЫ,АЛМАТЫ,2008-03-01 13:21:45,750000000
341,1902400,ГОРОДА ОЛБАСТНОГО ПОДЧИНЕНИЯ АКМОЛИНСКОЙ,АЌМОЛА ОБЛ. БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,111000000
342,1904400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ АКТЮБИНСКОЙ,АЌТҐБЕ ОБЛ. БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,151000000
343,1904200,РАЙОНЫ АКТЮБИНСКОЙ ОБЛАСТИ,АЌТҐБЕ ОБЛЫСЫНЫЅ АУДАНДАРЫ,2008-03-01 13:21:45,154200000
344,1904360,РАЙОНЫ ГОРОДА АКТЮБИНСКА,АЌТҐБЕ ЌАЛАСЫНЫЅ АУДАНДАРЫ,2008-03-01 13:21:45,151010000
345,1907400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ АЛМАТИНСКОЙ,АЛМАТЫ ОБЛ. БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,191010000
346,1907200,РАЙОНЫ АЛМАТИНСКОЙ ОБЛАСТИ,АЛМАТЫ ОБЛЫСЫНЫЅ АУДАНДАРЫ,2008-03-01 13:21:45,193600000
347,1910260,РАЙОНЫ ГОРОДА АЛМАТЫ,АЛМАТЫ ЌАЛАСЫНЫЅ АУДАНДАРЫ,2008-03-01 13:21:45,750000000
348,1915400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ АТЫРАУСКОЙ ,АТЫРАУ ОБЛ. БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,231010000
349,1915200,РАЙОНЫ АТЫРАУСКОЙ ОБЛ.,АТЫРАУ ОБЛЫСЫНЫЅ АУДАНДАРЫ,2008-03-01 13:21:45,234600000
350,1917400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ ВОСТОЧНО-КА,ШЫЄЫС ЌАЗАЌСТАН ОБЛ. БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,632400000
351,1917200,Р-НЫ ВОСТОЧНО-КАЗАХСТАНСКОЙ ОБЛ.,ШЫЄЫС ЌАЗАЌСТАН ОБЛЫСЫНЫЅ АУДАНДАРЫ,2008-03-01 13:21:45,635200000
352,1917360,Р-НЫ ГОРОДА УСТЬ-КАМЕНОГОРСКА,ҐСКЕМЕН ЌАЛАСЫНЫЅ АУДАНДАРЫ,2008-03-01 13:21:45,631010000
353,1919400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ ЖАМБЫЛСКОЙ ,ЖАМБЫЛ ОБЛ.БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,311010000
354,1919360,РАЙОНЫ ГОРОДА ЖАМЫЛА,ЖАМБЫЛ ЌАЛАСЫНЫЅ АУД.,2008-03-01 13:21:45,311010000
355,1919200,РАЙОНЫ ЖАМБЫЛСКОЙ ОБЛ.,ЖАМБЫЛ ОБЛЫСЫНЫЅ АУД.,2008-03-01 13:21:45,314800000
356,1926400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ ЗАПАДНО-КАЗ,БАТЫС ЌАЗАЌСТАН ОБЛ. БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,275400000
357,1926200,РАЙОНЫ ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛ.,БАТЫС ЌАЗАЌСТАН ОБЛЫСЫНЫЅ АУД.,2008-03-01 13:21:45,273600000
358,1930400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ КАРАГАНДИНС,ЌАРАЄАНДЫ ОБЛ. БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,352310000
359,1930360,РАЙОНЫ ГОРОДА КАРАГАНДЫ,ЌАРАЄАНДЫ ЌАЛАСЫНЫЅ АУД.,2008-03-01 13:21:45,351013100
360,1930200,РАЙОНЫ КАРАГАНДИНСКОЙ ОБЛАСТИ,ЌАРАЄАНДЫ ОБЛЫСЫНЫЅ АУД.,2008-03-01 13:21:45,354800000
361,1933400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ КЗЫЛ-ОРДИНС,ЌЫЗЫЛОРДА ОБЛ. БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,431000000
362,1933450,ПОСЕЛКИ ГОРОДСКОГО ТИПА ОБЛАСТНОГО ПОДЧИ,ОБЛЫСЌА БАЄЫНЫШТЫ ЌАЛА ТЎРПАТТЫ КЕНТТЕР,2008-03-01 13:21:45,
363,1933200,Р-НЫ КЗЫЛ-ОРДИНСКОЙ ОБЛАСТИ,ЌЫЗЫЛОРДА ОБЛЛЫСЫНЫЅ АУД.,2008-03-01 13:21:45,434000000
384,1913204,БАЙКОНЫРСКИЙ РАЙОН,Байќоѕыр ауданы,2018-05-28 13:12:00,711410000
410,1907245,КЕГЕНСКИЙ РАЙОН,КЕГЕН АУДАНЫ,2018-11-14 16:25:44,194400000
407,1959370,р-н ШЫМКЕНТ,р-н ШЫМКЕНТ,,511010000
409,1960413,р-н ТУРКЕСТАН,р-н ТУРКЕСТАН,,512610000
365,1937200,РАЙОНЫ КУСТАНАЙСКОЙ ОБЛ.,ЌОСТАНАЙ ОБЛЫСЫНЫЅ АУДАНДАРЫ,2008-03-01 13:21:45,394000000
366,1943400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ МАНГИСТАУСК,МАНЄЫСТАУ ОБЛЫСЫНА БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,471010000
367,1943200,РАЙОНЫ МАНГИСТАУСКОЙ ОБЛ.,МАНЄЫСТАУ ОБЛ. АУДАНДАРЫ,2008-03-01 13:21:45,475000000
368,1945400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ ПАВЛОДАРСКО,ПАВЛОДАР ОБЛ. БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,554600000
369,1945360,РАЙОНЫ ГОРОДА ПАВЛОДАР,ПАВЛОДАР ЌАЛАСЫНЫЅ АУДАНДАРЫ,2008-03-01 13:21:45,551010000
370,1945200,РАЙОНЫ ПАВЛОДАРСКОЙ ОБЛ.,ПАВЛОДАР ОБЛЫСЫНЫЅ АУДАНДАРЫ,2008-03-01 13:21:45,551600000
371,1948400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ СЕВЕРО-КАЗА,СОЛТЇСТІК ЌАЗАЌСТАН ОБЛ. БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,596600000
372,1948200,Р-НЫ СЕВЕРО-КАЗАХСТАНСКОЙ ОБЛАСТИ,СОЛТЇСТІК ЌАЗАЌСТАН ОБЛ. АУДАНДАРЫ,2008-03-01 13:21:45,595000000
373,1955400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ ТУРГАЙСКОЙ ,ТОРЄАЙ ОБЛ. БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,391610000
374,1955200,РАЙОНЫ ТУРГАЙСКОЙ ОБЛАСТИ,ТОРЄАЙ ОБЛЫСЫНЫЅ АУДАНДАРЫ,2008-03-01 13:21:45,115200000
375,1958400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ ЮЖНО-КАЗАХС,ОЅТЇСТІК ЌАЗАЌСТАН ОБЛ. БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,512000000
376,1958200,Р-НЫ ЮЖНО-КАЗАХСТАНСКОЙ ОБЛАСТИ,ОЅТЇСТІК ЌАЗАЌСТАН ОБЛ. АУДАНДАРЫ,2008-03-01 13:21:45,514000000
377,1958360,РАЙОНЫ Г. ШЫМКЕНТ,ШЫМКЕНТ ЌАЛАСЫНЫЅ АУДАНДАРЫ,2008-03-01 13:21:45,511011100
378,1943226,МУНАЙЛИНСКИЙ,МЎНАЙЛЫ,,475000000
379,1913202,ЕСИЛЬСКИЙ РАЙОН,ЕСІЛ АУДАНЫ,2010-01-15 14:39:13,711210000
381,1910279,АЛАТАУСКИЙ,АЛАТАУ,2010-08-24 17:36:46,751210000
382,1910280,НАУРЫЗБАЙСКИЙ,НАУРЫЗБАЙ,2014-08-26 15:48:52,751810000
385,1960203,БАЙДИБЕКА РАЙОН,БЈЙДІБЕК АУДАНЫ,2018-07-30 18:13:06,613600000
386,1960207,АРЫССКИЙ РАЙОН,АРЫС АУДАНЫ,2018-07-30 18:13:06,511610000
387,1960208,ОРДАБАСЫНСКИЙ Р-Н,ОРДАБАСЫ АУДАНЫ,2018-07-30 18:13:06,614600000
388,1960210,МАХТААРАЛЬСКИЙ Р-Н,МАЌТААРАЛ АУДАНЫ,2018-07-30 18:13:06,614400000
389,1960217,ОТРАРСКИЙ РАЙОН,ОТЫРАР АУДАНЫ,2018-07-30 18:13:06,614800000
390,1960223,ТОЛЕБИЙСКИЙ РАЙОН,ТҐЛЕ БИ АУДАНЫ,2018-07-30 18:13:06,615800000
391,1960226,КАЗЫГУРТСКИЙ РАЙОН,ЌАЗЫЄЎРТ АУДАНЫ,2018-07-30 18:13:06,614000000
392,1960234,САЙРАМСКИЙ РАЙОН,САЙРАМ АУДАНЫ,2018-07-30 18:13:06,615200000
393,1960237,САРЫАГАШСКИЙ РАЙОН,САРЫАЄАШ АУДАНЫ,2018-07-30 18:13:06,615400000
394,1960243,СУЗАКСКИЙ РАЙОН,СОЗАЌ АУДАНЫ,2018-07-30 18:13:06,615600000
395,1960249,ТЮЛЬКУБАССКИЙ Р-Н,ТЇЛКІБАС АУДАНЫ,2018-07-30 18:13:06,616000000
396,1960252,ШАРДАРИНСКИЙ РАЙОН,ШАРДАРА АУДАНЫ,2018-07-30 18:13:06,616400000
397,1960256,КЕЛЕССКИЙ РАЙОН,КЕЛЕС АУДАНЫ,2018-07-30 18:13:06,613900000
398,1960258,ЖЕТЫСАЙСКИЙ РАЙОН,ЖЕТІСАЙ АУДАНЫ,2018-07-30 18:13:06,613800000
399,1960403,АРЫСЬ,АРЫС,2018-07-30 18:13:06,611610000
400,1960406,КЕНТАУ,КЕНТАУ,2018-07-30 18:13:06,612010000
401,1960409,ЛЕНГЕР,ЛЕНГЕР,2018-07-30 18:13:06,615820100
402,1960412,ТУРКЕСТАН,ТЇРКІСТАН,2018-07-30 18:13:06,611010000
403,1959361,АБАЙСКИЙ,АБАЙ,2018-07-30 18:13:21,791110000
404,1959364,АЛЬ-ФАРАБИЙСКИЙ,ЈЛ-ФАРАБИ,2018-07-30 18:13:21,791310000
405,1959368,ЕНБЕКШИНСКИЙ,ЕЅБЕКШІ,2018-07-30 18:13:21,791510000
406,1959369,КАРАТАУ,ЌАРАТАУ,2018-07-30 18:13:21,791710000
411,1914000,НУР-СУЛТАН,НУР-СЎЛТАН,2019-04-15 00:00:00,710000000
412,1914201,САРЫАРКА РАЙОН,САРЫАРЌА АУДАНЫ,2019-04-15 00:00:00,711310000
413,1914202,ЕСИЛЬСКИЙ РАЙОН,ЕСІЛ АУДАНЫ,2019-04-15 00:00:00,711210000
414,1914203,АЛМАТЫ РАЙОН,АЛМАТЫ АУДАНЫ,2019-04-15 00:00:00,711110000
415,1914204,БАЙКОНЫРСКИЙ РАЙОН,БАЙЌОЅЫР АУДАНЫ,2019-04-15 00:00:00,711410000
364,1937400,ГОРОДА ОБЛАСТНОГО ПОДЧИНЕНИЯ КУСТАНАЙСКО,ЌОСТАНАЙ ОБЛЫСЫНА БАЄЫНЫШТЫ ЌАЛАЛАР,2008-03-01 13:21:45,392410000
